453.700000,1.141056
443.629493,0.898598
431.517836,1.624881
425.883698,2.225807
417.010869,3.388685
408.138085,4.701784
399.265255,6.061114
394.828841,6.733089
385.956011,8.035708
377.083227,9.275307
365.992259,10.741302
354.901290,12.127900
343.810321,13.446851
332.719443,14.704145
321.628520,15.899281
310.537097,17.029992
299.446129,18.094463
288.355251,19.091288
277.264373,20.021917
266.173540,20.887667
255.082707,21.689900
243.991875,22.428569
232.901042,23.102404
221.810164,23.707731
210.719377,24.241826
199.628590,24.705553
188.537803,25.104900
177.446607,25.452071
166.355865,25.763400
155.265078,26.050683
144.174291,26.316143
133.083549,26.547212
121.992852,26.718348
110.902156,26.795068
99.811459,26.737993
88.720808,26.502613
77.630202,26.036255
66.539188,25.277306
55.448764,24.146368
42.140291,22.139335
37.704194,21.266870
33.268097,20.266507
28.832045,19.115062
24.395993,17.782590
20.403751,16.395720
17.742075,15.352618
15.967790,14.596845
13.306204,13.359106
10.200945,11.726058
7.096186,9.808132
4.434736,7.783178
3.192732,6.616942
2.217050,5.516538
0.797877,3.277665
0.354340,2.153759
0.132662,1.295359
0.000000,0.000000
0.133116,-1.178214
0.355111,-1.849190
0.799011,-2.625380
2.218865,-3.910894
3.194910,-4.443356
4.437231,-4.950820
7.099271,-5.721112
10.204484,-6.355248
13.310152,-6.846877
15.972100,-7.199357
17.746566,-7.409511
20.408470,-7.694797
24.401120,-8.075588
28.837490,-8.456287
33.273814,-8.810173
37.710138,-9.148679
42.146507,-9.478111
55.455524,-10.430971
66.546402,-11.192371
77.637688,-11.913844
88.728521,-12.575430
99.819308,-13.157119
110.910096,-13.643576
122.000883,-14.030219
133.091625,-14.327483
144.182367,-14.556239
155.273154,-14.740940
166.363850,-14.897557
177.454547,-15.028313
188.545742,-15.121866
199.636484,-15.163244
210.727135,-15.139288
221.817832,-15.044511
232.908528,-14.878093
243.999179,-14.642714
255.089785,-14.342909
266.180436,-13.980040
277.271042,-13.554560
288.361602,-13.064155
299.452254,-12.507556
310.542814,-11.883809
321.633828,-11.194276
332.724388,-10.441225
343.814858,-9.626470
354.905373,-8.747291
365.995888,-7.795519
377.086403,-6.758406
385.958779,-5.859717
394.831155,-4.902002
399.267342,-4.407514
408.139673,-3.423983
417.012049,-2.518443
425.884470,-1.782633
431.518426,-1.443038
443.629902,-1.102672
453.700000,-1.137880
453.700000,1.141056
